id,family,file,line,column,match,status,evidence_or_reason,source_line,file_sha256
V9-0508,button_style,Sailune/ContentView.swift,285,9,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0509,button,Sailune/ContentView.swift,287,13,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,Button(role: .destructive) {,f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0510,copy,Sailune/ContentView.swift,290,23,SailuneActionCopy.delete,已共用,使用或定義集中操作文案。,"Label(SailuneActionCopy.delete, systemImage: SailuneSymbol.delete.systemName)",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0511,symbol,Sailune/ContentView.swift,290,62,SailuneSymbol.delete,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Label(SailuneActionCopy.delete, systemImage: SailuneSymbol.delete.systemName)",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0512,failure_path,Sailune/ContentView.swift,312,11,catch,待共用,失敗分支或可選錯誤；需核對主要結果、次要錯誤記錄與恢復契約。,} catch {,f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0513,symbol,Sailune/ContentView.swift,332,28,SailuneSymbol.search,已共用,使用或定義語意圖標 key；原字形由集中表提供。,case .find: return SailuneSymbol.search.systemName,f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0514,symbol,Sailune/ContentView.swift,336,32,SailuneSymbol.settings,已共用,使用或定義語意圖標 key；原字形由集中表提供。,case .settings: return SailuneSymbol.settings.systemName,f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0515,copy,Sailune/ContentView.swift,350,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""帆夢 Sailune"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0516,copy,Sailune/ContentView.swift,357,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""作品"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0517,copy,Sailune/ContentView.swift,369,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""社群"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0518,copy,Sailune/ContentView.swift,378,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""作者"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0519,copy,Sailune/ContentView.swift,397,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""登入"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0520,button_style,Sailune/ContentView.swift,406,13,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0521,surface,Sailune/ContentView.swift,408,13,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(Color.secondary.opacity(0.08), in: RoundedRectangle(cornerRadius: 8, style: .continuous))",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0522,surface,Sailune/ContentView.swift,408,25,Color.secondary.opacity(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(Color.secondary.opacity(0.08), in: RoundedRectangle(cornerRadius: 8, style: .continuous))",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0523,surface,Sailune/ContentView.swift,417,9,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,.background(Color(nsColor: .controlBackgroundColor)),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0524,button_style,Sailune/ContentView.swift,430,9,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0525,accessibility,Sailune/ContentView.swift,440,9,.help(,待共用,直接提示或輔助描述；需核對同操作名稱及可點擊對象。,.help(item.rawValue),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0526,symbol,Sailune/ContentView.swift,467,33,"systemImage: ""person.crop.circle""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"accountAction(""帳號"", systemImage: ""person.crop.circle"") {",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0527,copy,Sailune/ContentView.swift,485,21,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""方案"", systemImage: ""sparkles"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0528,symbol,Sailune/ContentView.swift,485,33,"systemImage: ""sparkles""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Label(""方案"", systemImage: ""sparkles"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0529,symbol,Sailune/ContentView.swift,497,46,SailuneSymbol.settings,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"accountAction(""設定"", systemImage: SailuneSymbol.settings.systemName, action: onOpenSettings)",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0530,symbol,Sailune/ContentView.swift,498,35,"systemImage: ""person.2""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"accountAction(""切換帳號"", systemImage: ""person.2"") { }",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0531,button,Sailune/ContentView.swift,502,13,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,Button(role: .destructive) { } label: {,f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0532,copy,Sailune/ContentView.swift,503,17,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""退出登入"", systemImage: ""rectangle.portrait.and.arrow.right"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0533,symbol,Sailune/ContentView.swift,503,31,"systemImage: ""rectangle.portrait.and.arrow.right""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Label(""退出登入"", systemImage: ""rectangle.portrait.and.arrow.right"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0534,button_style,Sailune/ContentView.swift,507,13,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0535,button,Sailune/ContentView.swift,514,9,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,Button(action: action) {,f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0536,button_style,Sailune/ContentView.swift,519,9,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0537,copy,Sailune/ContentView.swift,529,17,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""開發階段"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0538,copy,Sailune/ContentView.swift,532,17,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""V6.0d"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0539,copy,Sailune/ContentView.swift,582,13,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""關於我"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0540,surface,Sailune/ContentView.swift,596,29,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,.background(Color.secondary.opacity(0.12)),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0541,surface,Sailune/ContentView.swift,596,41,Color.secondary.opacity(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,.background(Color.secondary.opacity(0.12)),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0542,copy,Sailune/ContentView.swift,604,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""頭像"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0543,copy,Sailune/ContentView.swift,606,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""尚未設定圖片時，使用筆名第一個字。"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0544,button,Sailune/ContentView.swift,609,21,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,"Button(""加入圖片"", systemImage: ""photo"") {",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0545,copy,Sailune/ContentView.swift,609,21,"Button(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Button(""加入圖片"", systemImage: ""photo"") {",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0546,symbol,Sailune/ContentView.swift,609,36,"systemImage: ""photo""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Button(""加入圖片"", systemImage: ""photo"") {",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0547,button_style,Sailune/ContentView.swift,612,21,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.borderless),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0548,field,Sailune/ContentView.swift,616,13,SailuneFormTextField(,已共用,引用或定義共用欄位；焦點、組字及內距仍需代表畫面驗收。,"SailuneFormTextField(title: ""筆名"", text: $profile.penName)",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0549,copy,Sailune/ContentView.swift,619,17,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""簡介"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0550,editor,Sailune/ContentView.swift,621,17,TextEditor(,待共用,原生多行編輯器；需核對 placeholder、內距、背景、組字與 Undo。,TextEditor(text: Binding(,f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0551,button,Sailune/ContentView.swift,635,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,Button(SailuneActionCopy.done) {,f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0552,copy,Sailune/ContentView.swift,635,24,SailuneActionCopy.done,已共用,使用或定義集中操作文案。,Button(SailuneActionCopy.done) {,f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0553,button_style,Sailune/ContentView.swift,639,21,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.borderedProminent),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0554,symbol,Sailune/ContentView.swift,674,23,"systemName: ""person.fill""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"Image(systemName: ""person.fill"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0555,surface,Sailune/ContentView.swift,678,21,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(Color.secondary.opacity(0.14), in: Circle())",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0556,surface,Sailune/ContentView.swift,678,33,Color.secondary.opacity(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(Color.secondary.opacity(0.14), in: Circle())",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0557,accessibility,Sailune/ContentView.swift,684,9,.accessibilityLabel(,待共用,直接提示或輔助描述；需核對同操作名稱及可點擊對象。,".accessibilityLabel(""作者頭像"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0558,symbol,Sailune/ContentView.swift,704,39,SailuneSymbol.search,已共用,使用或定義語意圖標 key；原字形由集中表提供。,Image(systemName: SailuneSymbol.search.systemName),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0559,field,Sailune/ContentView.swift,706,21,TextField(,待共用,原生欄位；需檢查數值、焦點、提交與多行等專用契約。,"TextField(""搜尋書名或作者"", text: $searchText)",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0560,symbol,Sailune/ContentView.swift,713,47,SailuneSymbol.clearSearch,已共用,使用或定義語意圖標 key；原字形由集中表提供。,Image(systemName: SailuneSymbol.clearSearch.systemName),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0561,button_style,Sailune/ContentView.swift,716,25,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.plain),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0562,surface,Sailune/ContentView.swift,722,17,.background(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(Color.secondary.opacity(0.10), in: RoundedRectangle(cornerRadius: 7, style: .continuous))",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0563,surface,Sailune/ContentView.swift,722,29,Color.secondary.opacity(,待共用,直接背景或色值；需判定表面用途與既有 token 是否相同。,".background(Color.secondary.opacity(0.10), in: RoundedRectangle(cornerRadius: 7, style: .continuous))",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0564,button,Sailune/ContentView.swift,727,17,Button(,待共用,原生 Button；須按動作角色、位置、命中與資料 action 判定共用外殼或具名例外。,Button(action: onCreateBook) {,f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0565,copy,Sailune/ContentView.swift,728,21,"Label(""",待共用,直接 Button／Label／Menu 文案；需與同功能操作名稱及例外對照。,"Label(""新建書籍"", systemImage: SailuneSymbol.add.systemName)",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0566,symbol,Sailune/ContentView.swift,728,48,SailuneSymbol.add,已共用,使用或定義語意圖標 key；原字形由集中表提供。,"Label(""新建書籍"", systemImage: SailuneSymbol.add.systemName)",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0567,button_style,Sailune/ContentView.swift,730,17,.buttonStyle(,待共用,原生樣式；需與同語意按鈕比對，不能只按 style 名稱批量替換。,.buttonStyle(.borderless),f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0568,symbol,Sailune/ContentView.swift,771,50,"systemImage: ""book.closed""",待共用,直接 SF Symbol 字串；須依實際操作或資料語意分類。,"ContentUnavailableView(""找不到這本書"", systemImage: ""book.closed"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
V9-0569,copy,Sailune/ContentView.swift,808,21,"Text(""",合理例外,靜態欄名或領域內容；非可執行操作文案，保留畫面語境。,"Text(""狀態"")",f4e24293d664b55531b3925bf2a7ea79d1585293db9784df175fed548f2dfd44
