id,reviewed_status,evidence_and_disposition,work_item,verification_state
V9-0681,已共用,來源已讀取 SailuneSymbol 語意 key；同功能字形是否一致依集中表與畫面驗收。,docs/work-items/v9-frozen-inventory.md,來源語意已複核；字形與輔助功能畫面驗收待完成
V9-0682,待共用,原生 .borderless 樣式常見於圖標／整列控制；需與對應 Button ID 一起核對角色、28 pt 命中及是否需具名共用 variant。,docs/work-items/v9-frozen-inventory.md,來源 style 已核對；實際 hit-test／Light／Dark 待驗收
V9-0683,已共用,V9.1ax 固定重複描述「取消」已接 SailuneActionCopy 或 SailuneAccessibilityCopy 單一來源；原文字逐字相同。,docs/work-items/v9.1ax-repeated-accessibility-copy.md,String Catalog JSON 與主機無簽章 Debug build 通過；hover／VoiceOver 待驗收
V9-0684,合理例外,領域 catch 在同一來源行明確顯示錯誤、拋出具名錯誤或 private 記錄；其資料結果依原領域契約保留，沒有共用 catch 外殼的必要。原語句：catch { presentPersistenceError(error) },docs/work-items/v9-frozen-inventory.md,來源已見明確錯誤出口；故障注入與 GUI 呈現尚待驗收
V9-0685,合理例外,領域 catch 在同一來源行明確顯示錯誤、拋出具名錯誤或 private 記錄；其資料結果依原領域契約保留，沒有共用 catch 外殼的必要。原語句：catch { modelContext.rollback(); presentPersistenceError(error) },docs/work-items/v9-frozen-inventory.md,來源已見明確錯誤出口；故障注入與 GUI 呈現尚待驗收
V9-0686,合理例外,V9.2al 已在此領域 catch 加 private OSLog；原回傳 nil／退回列表／延後修復的結果保持，故不共用資料 action。,docs/work-items/v9.2al-silent-catch-diagnostics.md,三個現行 catch 靜態核對與主機無簽章 Debug build 通過；隔離故障注入待驗收
V9-0687,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0688,合理例外,編輯器指令或節次標題輸入，與一般表單的快捷鍵／保存契約不同；保留專用欄位。,docs/work-items/v9-frozen-inventory.md,來源分類已複核；具體 UI／資料驗收待完成
V9-0689,合理例外,目前固定清單中僅此處使用的領域文案「標題」；沒有同功能重複證據，保留具名畫面語境。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0690,合理例外,編輯器標題格式控制的字級圖標；非一般欄位或設定入口。 目前凍結清單沒有同一語意的第二個呼叫點，不為單一用途新增共用 key；若日後出現同義功能另版本再審。,docs/work-items/v9-frozen-inventory.md,來源語意已核對；實際字形／Light／Dark／VoiceOver 待驗收
V9-0691,待共用,原生 .borderless 樣式常見於圖標／整列控制；需與對應 Button ID 一起核對角色、28 pt 命中及是否需具名共用 variant。,docs/work-items/v9-frozen-inventory.md,來源 style 已核對；實際 hit-test／Light／Dark 待驗收
V9-0692,待共用,直接提示／輔助文字；需按固定 ID 核對操作對象、狀態、同功能用詞及是否缺少另一種描述。,docs/work-items/v9-frozen-inventory.md,來源描述已分類；VoiceOver／滑鼠提示仍待驗收
V9-0693,合理例外,節註記入口的 note.text；與節文件／匯出 TXT 不同。 目前凍結清單沒有同一語意的第二個呼叫點，不為單一用途新增共用 key；若日後出現同義功能另版本再審。,docs/work-items/v9-frozen-inventory.md,來源語意已核對；實際字形／Light／Dark／VoiceOver 待驗收
V9-0694,待共用,原生 .borderless 樣式常見於圖標／整列控制；需與對應 Button ID 一起核對角色、28 pt 命中及是否需具名共用 variant。,docs/work-items/v9-frozen-inventory.md,來源 style 已核對；實際 hit-test／Light／Dark 待驗收
V9-0695,待共用,直接提示／輔助文字；需按固定 ID 核對操作對象、狀態、同功能用詞及是否缺少另一種描述。,docs/work-items/v9-frozen-inventory.md,來源描述已分類；VoiceOver／滑鼠提示仍待驗收
V9-0696,已共用,背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：.background(Color.appBackground),docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-0697,合理例外,catch 明確設定錯誤呈現／狀態，保留領域提示；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：saveState = .failed,docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-0698,合理例外,"採系統材質／bar 背景，語意與固定表面色不同；保留平台呈現。 凍結來源：.background(.regularMaterial, in: RoundedRectangle(cornerRadius: 8))",docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-0699,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0700,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0701,已共用,背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：.background(Color.appBackground),docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-0702,已共用,V9.1as 節文件圖標統一讀取 SailuneSymbol.sectionDocument；原 doc.text 字形與畫面用途不變。,docs/work-items/v9.1as-frozen-symbol-groups.md,固定來源與無簽章 macOS Debug build 通過；GUI／VoiceOver 待驗收
V9-0703,已共用,背景引用已命名的 theme／AppTheme 色彩來源；用途與 Light／Dark 對照仍需畫面驗收。 凍結來源：.background(Color.appBackground),docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-0704,合理例外,"領域錯誤／結果標題與狀態綁定由原畫面提供，確認按鈕已讀取 SailuneActionCopy.acknowledge，系統 .alert 提供共同呈現；保留領域內容與原 action。凍結來源：.alert(""無法完成這次編輯"", isPresented: Binding(",docs/work-items/v9-frozen-inventory.md,來源確認共用確認文案；實際錯誤呈現與鍵盤／VoiceOver 待驗收
V9-0705,合理例外,原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.acknowledge) { planningUndoError = nil },docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-0706,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0707,合理例外,可取消 Task.sleep 的取消出口；停止過時掃描／選取路由，不涉及資料寫入；此處是領域失敗處理，不宜僅為共用化抽成統一資料 action。來源分支：return,docs/work-items/v9-frozen-inventory.md,來源分支已複核；故障注入或 GUI 呈現仍待相關驗收
V9-0708,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0709,合理例外,此處表示領域資料類型、靜態狀態或專用空狀態；未證實是跨畫面的相同操作，保留具名語境而不與同字形操作混用。,docs/work-items/v9-frozen-inventory.md,來源語意已複核；字形與輔助功能畫面驗收待完成
V9-0710,合理例外,章節註記有領域色、手動 placeholder、即時保存與固定 76 pt；先保留專用 editor，後續只複用可證明相同的 inset／surface。,docs/work-items/v9.1x-field-first-line-inset-audit.md,例外理由已核對；UI 回歸待驗收
V9-0711,合理例外,"背景色由此領域項目的動態分類色決定，非固定通用表面；保留來源色語意。 凍結來源：.background(color.opacity(0.08), in: RoundedRectangle(cornerRadius: 7))",docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-0712,待共用,"錯誤或結果 alert 候選；需核對同類標題、詳細訊息、確認按鈕與錯誤出口後決定共用呈現外殼。 凍結來源：.alert(""匯出失敗"", isPresented: Binding(",docs/work-items/v9-frozen-inventory.md,來源呈現類型已核對；失敗／取消／GUI 待驗收
V9-0713,合理例外,"原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.acknowledge, role: .cancel) { errorMessage = nil }",docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-0714,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0715,合理例外,"原生文字 Button；領域字面標題另由 copy 家族核對是否同功能。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(""不選擇"") {",docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-0716,已共用,V9.1ao 已依凍結 ID 將原操作標題接至 SailuneActionCopy，原繁體中文值、closure、role、style 及圖標不變；現行來源：Button(SailuneActionCopy.clearSelection) {,docs/work-items/v9.1ao-repeated-action-copy.md,65 個固定 ID 靜態核對、String Catalog JSON 及主機無簽章 Debug build 通過；GUI／VoiceOver 待驗收
V9-0717,合理例外,"原生文字 Button；領域字面標題另由 copy 家族核對是否同功能。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(""選擇(displayedPreset.title)"") {",docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-0718,合理例外,目前固定清單中僅此處使用的領域文案「選擇(displayedPreset.title)」；沒有同功能重複證據，保留具名畫面語境。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0719,合理例外,採 macOS 原生 .borderedProminent 樣式，保留平台語意；此例外只涵蓋 style，按鈕位置／命中與操作文案仍依對應 Button ID 驗收。,docs/work-items/v9-frozen-inventory.md,來源 style 已核對；實際 hit-test／Light／Dark 待驗收
V9-0720,合理例外,採系統材質／bar 背景，語意與固定表面色不同；保留平台呈現。 凍結來源：.background(.bar),docs/work-items/v9-frozen-inventory.md,來源色彩用途已分類；Light／Dark 與 hit-testing 待驗收
V9-0721,已共用,"V9.1as 原字形由 SailuneSymbol.government 提供；功能、文字與位置不變。原命中：systemImage: ""building.columns""",docs/work-items/v9.1as-frozen-symbol-groups.md,固定 ID、原字形與主機無簽章 macOS Debug build、git diff --check 通過；Light／Dark／VoiceOver 待驗收
V9-0722,合理例外,原生文字 Button；已使用 SailuneActionCopy 共用標題。保留 macOS 原生控制以承載此處 action；對應 button_style／copy ID 仍獨立審核，位置與實際命中須畫面驗收。凍結來源：Button(SailuneActionCopy.close) { dismiss() },docs/work-items/v9-frozen-inventory.md,來源確認為文字 Button；位置／鍵盤焦點／實際命中及 Light／Dark 待驗收
V9-0723,已共用,已讀取 SailuneActionCopy 或位於其實作；原中文值由集中資源提供。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0724,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0725,合理例外,畫面標題、欄位名稱或領域狀態的靜態文字；不是 Button／Menu 操作命令。,docs/work-items/v9-frozen-inventory.md,字面值／重複群已核對；實際文案與輔助描述待畫面驗收
V9-0726,已共用,"V9.1as 原字形由 SailuneSymbol.linkedReference 提供；功能、文字與位置不變。原命中：systemImage: ""link""",docs/work-items/v9.1as-frozen-symbol-groups.md,固定 ID、原字形與主機無簽章 macOS Debug build、git diff --check 通過；Light／Dark／VoiceOver 待驗收
